definition_wn,answer_wn,label,predicted_label,predicted_probability,definition,answer,surface,def_num_usable_synsets,ans_num_usable_synsets,distractor_source,cos_w1clue_w1all,cos_w1clue_w1common,cos_w1clue_w1obscure,cos_w1clue_w2all,cos_w1clue_w2common,cos_w1clue_w2obscure,wn_rel_hypernym,wn_rel_hypernym_of_hypernym,wn_rel_hypernym_of_hyponym,wn_rel_hyponym,wn_rel_hyponym_of_hypernym,wn_rel_hyponym_of_hyponym,wn_rel_hyponym_of_part_holonym,wn_rel_hyponym_of_part_meronym,wn_rel_member_meronym,wn_rel_member_meronym_of_member_holonym,wn_rel_part_holonym,wn_rel_part_holonym_of_hypernym,wn_rel_part_holonym_of_hyponym,wn_rel_part_holonym_of_part_meronym,wn_rel_part_meronym,wn_rel_part_meronym_of_hypernym,wn_rel_part_meronym_of_hyponym,wn_rel_substance_meronym,wn_rel_substance_meronym_of_hyponym,wn_rel_synonym,wn_max_path_sim,wn_shared_synset_count,surface_edit_distance,surface_length_ratio,surface_shared_first_letter,surface_char_overlap_ratio
wishes,yearnings,1,0,0.415,wishes,YEARNINGS,Remuneration will come after the last of my wishes,10,1,,0.6964893341064453,0.529271125793457,0.3957631587982178,0.5703336000442505,0.5703336000442505,0.5703336000442505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.6666666666666666,0,0.3
pulls,draws,1,0,0.47,Pulls,DRAWS,Pulls turf back,24,45,,0.8988956212997437,0.8375645875930786,0.8679084777832031,0.7658901214599609,0.6977214217185974,0.6937916874885559,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4,4,1.0,0,0.125
vehicle,estate_car,1,0,0.2,Vehicle,ESTATE CAR,"Vehicle in a contest overturned, say, splitting it into two",4,1,,0.7982853651046753,0.8752985000610352,0.8052002191543579,0.6498403549194336,0.6498403549194336,0.6498403549194336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,9,0.7,0,0.18181818181818182
horse,stallion,1,0,0.43,Horse,STALLION,Horse of great height buried in holy hill,6,1,,0.8999475240707397,0.8038031458854675,0.8217244148254395,0.7370707392692566,0.7370707392692566,0.7370707392692566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.625,0,0.2
confidence,certitude,1,0,0.405,Confidence,CERTITUDE,Confidence in dieter cut after wobble,5,1,,0.8208067417144775,0.7552402019500732,0.5362714529037476,0.8233884572982788,0.8233884572982788,0.8233884572982788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.9,1,0.4
bugs,bacteria,1,0,0.34,Bugs,BACTERIA,"Bugs move in live atmosphere, circling",7,1,,0.7553583383560181,0.874629020690918,0.2609977424144745,0.6470592021942139,0.6470592021942139,0.6470592021942139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5,1,0.1
plant,lotus,1,0,0.38,Plant,LOTUS,Plant covered in plot usually,10,3,,0.6173030734062195,0.3591802418231964,0.2220047265291214,0.671047568321228,0.5693842768669128,0.543473482131958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,1.0,0,0.25
capital,helsinki,1,0,0.495,capital,HELSINKI,He’ll shortly go down with one in capital,11,1,,0.7524957656860352,0.2954898178577423,0.4671773612499237,0.6192654371261597,0.6192653179168701,0.6192653179168701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.875,0,0.18181818181818182
enthusiastic,fanatic,1,0,0.4,enthusiastic,FANATIC,Cooler? Greek sounding enthusiastic,1,2,,0.7945847511291504,0.7945846319198608,0.7945844531059265,0.5131821632385254,0.4086633324623108,0.5635520815849304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.5833333333333334,0,0.5
tool,fretsaw,1,0,0.28,tool,FRETSAW,Father returned superfluous tool,8,1,,0.9081519842147827,0.8505160808563232,0.9441391825675964,0.7489191293716431,0.7489193677902222,0.7489193677902222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.5714285714285714,0,0.1111111111111111
match,union,1,0,0.23,match,UNION,What might call on you to strike a match,19,13,,0.5423677563667297,0.375733345746994,0.30550092458724976,0.45402178168296814,0.29007667303085327,0.38604986667633057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,1.0,0,0.0
release,secretion,1,0,0.45,release,SECRETION,"Return of Queen, portion’s included for release",22,2,,0.6719700694084167,0.471962034702301,0.4259842038154602,0.40146487951278687,0.4216902256011963,0.36484086513519287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,7,0.7777777777777778,0,0.3
judge,discriminate,1,0,0.39,Judge,DISCRIMINATE,"Judge record speed, about one minute",7,4,,0.7342921495437622,0.29930585622787476,0.2438957691192627,0.7795789241790771,0.760189414024353,0.5552575588226318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,11,0.4166666666666667,0,0.15384615384615385
do,carry_out,1,0,0.405,Do,CARRY OUT,Do remove from sit-in?,16,2,,0.8998530507087708,0.8526314496994019,0.8239725232124329,0.6350278854370117,0.5694245100021362,0.6569207906723022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.2222222222222222,0,0.1111111111111111
ticket,return,1,0,0.415,ticket,RETURN,Profit from ticket,7,29,,0.790786623954773,0.7858155965805054,0.7764986753463745,0.5603742003440857,0.38114050030708313,0.40850114822387695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,1.0,0,0.25
firm,true,1,0,0.405,firm,TRUE,EU right to upset firm,14,15,,0.34038233757019043,0.7916965484619141,0.20895422995090485,0.23717063665390015,0.21651141345500946,0.18400438129901886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,1.0,0,0.14285714285714285
foil,hamper,1,0,0.27,Foil,HAMPER,Foil for food container?,8,4,,0.8294234275817871,0.8182164430618286,0.7011229395866394,0.5985907316207886,0.6443843841552734,0.25602972507476807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.6666666666666666,0,0.0
rough,choppy,1,0,0.39,Rough,CHOPPY,Rough bits apparently swapped by carpenter?,18,2,,0.6728706359863281,0.6994636058807373,0.5694160461425781,0.5088448524475098,0.5287516117095947,0.42202383279800415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8333333333333334,0,0.25
lady_friend,confidante,1,0,0.16,lady friend,CONFIDANTE,"Female I spotted in study, poet’s lady friend",1,1,,0.7657605409622192,0.7657601237297058,0.7657605409622192,0.5999870300292969,0.599987268447876,0.599987268447876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,10,0.9090909090909091,0,0.46153846153846156
store,pantry,1,0,0.415,store,PANTRY,Slate sample in store,6,1,,0.7955604791641235,0.8704947233200073,0.38394081592559814,0.5946730971336365,0.5946730375289917,0.5946730971336365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,5,0.8333333333333334,0,0.2222222222222222
embarrassed,uncomfortable,1,0,0.46,Embarrassed,UNCOMFORTABLE,"Embarrassed, being a bit tight perhaps",4,2,,0.7905998229980469,0.7929604053497314,0.720407247543335,0.5481921434402466,0.5704336166381836,0.47769105434417725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,10,0.8461538461538461,0,0.35714285714285715
on,leg,1,0,0.5,On,LEG,On length for example,5,9,,0.6871036291122437,0.5774905681610107,0.47353121638298035,0.457603394985199,0.37731635570526123,0.524869978427887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,3,0.6666666666666666,0,0.0
support,cantilever,1,0,0.32,Support,CANTILEVER,Support available in 14 versions,22,3,,0.6321635246276855,0.47419044375419617,0.42256641387939453,0.4379172623157501,0.34010687470436096,0.2699478268623352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,10,0.7,0,0.15384615384615385
queen,anne,1,0,0.265,Queen,ANNE,"Queen able, not needing equerry initially",12,1,,0.7266393899917603,0.5950272083282471,0.7392854690551758,0.5824434161186218,0.5824434161186218,0.5824434161186218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.8,0,0.4
blunt,pointless,1,0,0.43,blunt,POINTLESS,"It’s not worth doing, to be blunt",9,2,,0.6218514442443848,0.3502510190010071,0.660483181476593,0.5141657590866089,0.2906060814857483,0.5829120874404907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5555555555555556,0,0.3
abundant,plentiful,1,0,0.3,Abundant,PLENTIFUL,Abundant input fell disastrously,1,3,,0.755898654460907,0.7558985352516174,0.755898654460907,0.7548896074295044,0.6351073980331421,0.6509300470352173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.8888888888888888,0,0.2727272727272727
picture,tableau,1,0,0.165,Picture,TABLEAU,Picture of item of furniture with gold,12,2,,0.8808920979499817,0.8910428285598755,0.803794264793396,0.6660956144332886,0.5355990529060364,0.7126463651657104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,7,1.0,0,0.3
defeat,loss,1,0,0.145,defeat,LOSS,Polish finally warding off defeat,4,8,,0.7666134834289551,0.7920523881912231,0.5320541858673096,0.7038116455078125,0.5165445804595947,0.5461006164550781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.6666666666666666,0,0.0
cold_water,baltic_sea,1,0,0.34,cold water,BALTIC SEA,"With Indian food, case for ordering cold water",1,1,,0.5719379186630249,0.5719373822212219,0.5719373822212219,0.5593283176422119,0.5593283176422119,0.5593283176422119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,8,1.0,0,0.46153846153846156
dejection,despair,1,0,0.41,Dejection,DESPAIR,Dejection shown by the old man beset by endless longing,2,3,,0.7293055057525635,0.8223437666893005,0.449489563703537,0.8240331411361694,0.8344020843505859,0.37898045778274536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.7777777777777778,1,0.25
penitent,contrite,1,0,0.28,Penitent,CONTRITE,Penitent half continued with ceremony,2,1,,0.7516895532608032,0.7020873427391052,0.6164109110832214,0.6073300838470459,0.6073300838470459,0.6073300838470459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.5
threaten,lower,1,0,0.36,Threaten,LOWER,Threaten disgrace,3,16,,0.6386098861694336,0.6484277248382568,0.534699559211731,0.5005986094474792,0.23070785403251648,0.4543569087982178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.625,0,0.2222222222222222
relaxed,eased,1,0,0.465,Relaxed,EASED,"Relaxed while in river, doing a backflip",9,5,,0.6629489660263062,0.5633967518806458,0.5234095454216003,0.4555014371871948,0.4487622082233429,0.3268257975578308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,0.7142857142857143,0,0.42857142857142855
spoil,overdo,1,0,0.485,Spoil,OVERDO,Spoil Rover (dog) endlessly,11,1,,0.6805872917175293,0.32418006658554077,0.48003625869750977,0.42743074893951416,0.42743074893951416,0.42743074893951416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.8333333333333334,0,0.1111111111111111
disciplinary,penal,1,0,0.38,Disciplinary,PENAL,"Disciplinary panel, when assembled",3,3,,0.6465058922767639,0.7010064721107483,0.44854411482810974,0.6801635026931763,0.6991544961929321,0.6185657978057861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.4166666666666667,0,0.36363636363636365
debacle,catastrophe,1,0,0.295,debacle,CATASTROPHE,Fellow space expert having half forgotten energy debacle,3,3,,0.6447267532348633,0.6256030797958374,0.5906014442443848,0.5353583693504333,0.49477916955947876,0.4800443649291992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,9,0.6363636363636364,0,0.25
plant,shamrock,1,0,0.225,plant,SHAMROCK,Fake stone plant,10,3,,0.6669954061508179,0.43511462211608887,0.27774786949157715,0.5320936441421509,0.48552727699279785,0.5171113014221191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,7,0.625,0,0.08333333333333333
hooch,moonshine,1,0,0.42,hooch,MOONSHINE,"Staggering, homes in on hooch",1,3,,0.46682196855545044,0.46682196855545044,0.46682196855545044,0.4213109016418457,0.4745488464832306,0.3416399359703064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,6,0.5555555555555556,0,0.25
wide-angle_lens,fisheye,1,0,0.16,wide-angle lens,FISHEYE,"Yes, if he can make wide-angle lens",1,1,,0.8998184204101562,0.8998184204101562,0.8998184204101562,0.8304285407066345,0.8304285407066345,0.8304285407066345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,12,0.4666666666666667,0,0.21428571428571427
shorten,compress,1,0,0.35,shorten,COMPRESS,Pad or shorten?,5,3,,0.9128559231758118,0.8727788329124451,0.8296210169792175,0.6146287322044373,0.45946913957595825,0.5571058988571167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,7,0.875,0,0.4
rotten,off,1,0,0.405,Rotten,OFF,Rotten cricket side,3,9,,0.6927953958511353,0.636086642742157,0.633974015712738,0.6137029528617859,0.45205408334732056,0.3544192910194397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.5,0,0.16666666666666666
stiff,formal,1,0,0.255,stiff,FORMAL,Short man’s stiff,11,8,,0.8738770484924316,0.41692858934402466,0.8091158270835876,0.6166175603866577,0.5014528632164001,0.5775078535079956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8333333333333334,0,0.1111111111111111
american_capital,albany,1,0,0.26,American capital,ALBANY,English saint unknown in an American capital,1,2,,0.784807562828064,0.784807562828064,0.784807562828064,0.7387054562568665,0.7222772836685181,0.6744934320449829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,13,0.375,1,0.23076923076923078
fixed,steady,1,0,0.23,Fixed,STEADY,Fixed small meal at beginning and end of day,16,10,,0.8638006448745728,0.6582344174385071,0.6648988723754883,0.6182414293289185,0.5491958260536194,0.46045929193496704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8333333333333334,0,0.2222222222222222
behind,aft,1,0,0.385,Behind,AFT,"Behind loaf tin, a slice",7,2,,0.7606633901596069,0.8339154124259949,0.3730635941028595,0.6590120792388916,0.6365783214569092,0.6263192296028137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.5,0,0.0
happy,delighted,1,0,0.275,Happy,DELIGHTED,"Happy and frivolous, indeed",4,5,,0.7982404232025146,0.6658797860145569,0.6257988214492798,0.6066398620605469,0.5518728494644165,0.6111177802085876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.5555555555555556,0,0.1
dafter,pottier,1,0,0.38,Dafter,POTTIER,Dafter chief about to start row,1,3,,0.452740877866745,0.45274099707603455,0.452740877866745,0.40424394607543945,0.2757668197154999,0.3841160535812378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.8571428571428571,0,0.3333333333333333
storms,hurricanes,1,0,0.275,storms,HURRICANES,Rushes around fire  storms,8,1,,0.7998952865600586,0.7493340969085693,0.6906870603561401,0.6901459693908691,0.6901461482048035,0.6901461482048035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8,0.6,0,0.16666666666666666
vulgar,cheap,1,0,0.485,vulgar,CHEAP,The man wears beret? That’s vulgar,4,4,,0.8951048254966736,0.8597279191017151,0.8746628761291504,0.6727426052093506,0.4569595456123352,0.7054970264434814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8333333333333334,0,0.1
relation,regard,1,0,0.35,Relation,REGARD,Relation in care,6,10,,0.4910967946052551,0.4406113922595978,0.4955298602581024,0.6237062811851501,0.3496793806552887,0.4135691523551941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,5,0.75,1,0.3
plant,alecost,1,0,0.43,plant,ALECOST,Price of beer from the plant,10,1,,0.6595431566238403,0.7718234658241272,0.2752966284751892,0.38950133323669434,0.38950133323669434,0.38950133323669434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0.7142857142857143,0,0.3333333333333333
vessel,utensil,1,0,0.36,vessel,UTENSIL,Stein moulded in extremely useful vessel,3,1,,0.8511404991149902,0.7533203363418579,0.8420540690422058,0.5506129264831543,0.5506129264831543,0.5506129264831543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,4,0.8571428571428571,0,0.375
clue,pointer,1,0,0.145,clue,POINTER,Dog clue,3,4,,0.7856644988059998,0.7319860458374023,0.7287812829017639,0.7021176815032959,0.6355020999908447,0.7055137753486633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,6,0.5714285714285714,0,0.1
drink,squash,1,0,0.38,drink,SQUASH,US fruit drink,10,4,,0.7576326131820679,0.8963788747787476,0.3538275361061096,0.44132959842681885,0.4353930950164795,0.24847868084907532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,6,0.8333333333333334,0,0.0
tumbling,tousling,1,0,0.27,tumbling,TOUSLING,"All French drink, sharing last of dregs and tumbling",12,1,,0.7444636821746826,0.5037567615509033,0.5895686745643616,0.5229717493057251,0.5229717493057251,0.5229717493057251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,1.0,1,0.6
sedative,nembutal,1,0,0.265,sedative,NEMBUTAL,Retreating soldiers save “a line” for sedative,2,1,,0.6455848217010498,0.6512002944946289,0.5461261868476868,0.5884140133857727,0.5884142518043518,0.5884140133857727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,1.0,0,0.25
material,physical,1,0,0.42,material,PHYSICAL,Medical  material,11,7,,0.8286391496658325,0.5998678803443909,0.427765429019928,0.5276259779930115,0.3909015953540802,0.5837222933769226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.25
vault,ceiling,1,0,0.33,vault,CEILING,Reportedly spot fish in vault?,6,4,,0.745268702507019,0.8378003835678101,0.4716525077819824,0.5835847854614258,0.6531268358230591,0.5014033317565918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,6,0.7142857142857143,0,0.1
charge,stampede,1,0,0.36,Charge,STAMPEDE,Charge impressed English,40,6,,0.47837039828300476,0.5553060173988342,0.3895534574985504,0.4298974871635437,0.4069705903530121,0.4274477958679199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.75,0,0.18181818181818182
uncommonly,abnormally,1,0,0.325,Uncommonly,ABNORMALLY,Uncommonly able-bodied seaman? No: Royal Marine and partner in war,1,1,,0.8058459758758545,0.8058456182479858,0.8058459758758545,0.6106033325195312,0.610603392124176,0.610603392124176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.5
adjust,alter,1,0,0.455,Adjust,ALTER,Adjust rope round ‘orse’s neck?,5,5,,0.7904906272888184,0.7394492626190186,0.6529574394226074,0.5949914455413818,0.5768969058990479,0.6192934513092041,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.8333333333333334,1,0.2222222222222222
impressive,amazing,1,0,0.35,Impressive,AMAZING,Impressive magazine endlessly redistributed,2,4,,0.8677205443382263,0.8502430319786072,0.8449785113334656,0.7657937407493591,0.6641855239868164,0.7866189479827881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.7,0,0.18181818181818182
preview,wysiwyg,1,0,0.305,a preview,WYSIWYG,Regularly awry is pic: why I go for such a preview?,3,1,,0.6794862747192383,0.7290286421775818,0.47930219769477844,0.5012630820274353,0.501262903213501,0.501262903213501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,7,1.0,0,0.2222222222222222
dispute,question,1,0,0.235,Dispute,QUESTION,Dispute in grill,4,11,,0.7219157814979553,0.6255991458892822,0.5674692988395691,0.6553964614868164,0.6202052235603333,0.6036570072174072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.875,0,0.5
trend,tide,1,0,0.21,trend,TIDE,Speaker's joined trend,5,6,,0.8775819540023804,0.7607406377792358,0.829414963722229,0.6488633751869202,0.48888856172561646,0.45492440462112427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,4,0.8,1,0.5
people,thais,1,0,0.5,People,THAIS,People requiring answer in clue?,6,2,,0.8338779211044312,0.8166226148605347,0.8632338047027588,0.5726157426834106,0.6106443405151367,0.4040137231349945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,6,0.8333333333333334,0,0.0
stun,flabbergast,1,0,0.365,Stun,FLABBERGAST,Stun fat pig injecting drug occasionally,3,1,,0.5656331181526184,0.5936359167098999,0.400788813829422,0.4986477494239807,0.4986478388309479,0.4986477494239807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,11,0.36363636363636365,0,0.18181818181818182
suffered,incurred,1,0,0.245,Suffered,INCURRED,"Suffered inside having taken acidic milk, we hear",11,2,,0.8630998134613037,0.8093482255935669,0.8357675075531006,0.5954996943473816,0.5364161133766174,0.5263394117355347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,1.0,0,0.4444444444444444
joyful,glad,1,0,0.31,Joyful,GLAD,Joyful leading lady's part,2,5,,0.6682826280593872,0.6872490644454956,0.6060503721237183,0.6496254205703735,0.3897022604942322,0.6142339110374451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.6666666666666666,0,0.1111111111111111
cheek,neck,1,0,0.35,cheek,NECK,Kiss cheek,5,5,,0.8261085748672485,0.8355344533920288,0.5830146670341492,0.7521401643753052,0.7372570037841797,0.783269464969635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,3,0.8,0,0.6
beardless,shaven,1,0,0.4,beardless,SHAVEN,Singular place of safety for beardless?,2,7,,0.7106320858001709,0.6864132881164551,0.6782026290893555,0.5901693105697632,0.549561619758606,0.6397475004196167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.6666666666666666,0,0.3
scholar,druid,1,0,0.405,Scholar,DRUID,Scholar starts to drive rick up into drive,3,1,,0.6918977499008179,0.6187726259231567,0.7220299243927002,0.5527447462081909,0.5527447462081909,0.5527448654174805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,7,0.7142857142857143,0,0.1
train,cortege,1,0,0.385,Train,CORTEGE,Train yearling in essence,17,2,,0.653709888458252,0.8828086256980896,0.6035752296447754,0.49460357427597046,0.548209011554718,0.4051341414451599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.7142857142857143,0,0.2222222222222222
beguiles,allures,1,0,0.12,Beguiles,ALLURES,Beguiles everyone by devious ruse,2,2,,0.7794463634490967,0.7326061725616455,0.7575716972351074,0.7540140151977539,0.6628482341766357,0.7611467838287354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,5,0.875,0,0.4444444444444444
reckoned,rated,1,0,0.375,Reckoned,RATED,Reckoned explicit kiss should be cut,6,9,,0.6894184947013855,0.6030409932136536,0.6952979564666748,0.7125082612037659,0.40656447410583496,0.5019406080245972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.625,1,0.3333333333333333
country,norway,1,0,0.325,Country,NORWAY,Country absolutely not embracing Republican,5,1,,0.7049096822738647,0.6602892279624939,0.5558958053588867,0.656146228313446,0.656146228313446,0.656146228313446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0.8571428571428571,0,0.4444444444444444
close_down,switch_off,1,0,0.315,Close down,SWITCH OFF,Close down high school admitting intelligence must take priority,1,1,,0.6941875219345093,0.694186806678772,0.694186806678772,0.45864611864089966,0.45864611864089966,0.45864611864089966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,9,1.0,0,0.38461538461538464
raincoat,gabardine,1,0,0.325,a raincoat,GABARDINE,Nag a bride dancing in a raincoat,1,3,,0.7674449682235718,0.7674446105957031,0.7674446105957031,0.5435431599617004,0.4625033140182495,0.6295834183692932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,8,0.8888888888888888,0,0.36363636363636365
solid,tangible,1,0,0.44,Solid,TANGIBLE,"Solid piece of furniture no good, one breaking",18,4,,0.846367597579956,0.6113578081130981,0.45328983664512634,0.5592815279960632,0.4635608196258545,0.553669810295105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.625,0,0.18181818181818182
ring,arena,1,0,0.16,Ring,ARENA,"Ring, region around end of Saturn",15,4,,0.6984585523605347,0.39127209782600403,0.4388960003852844,0.5906039476394653,0.5460762977600098,0.5705927610397339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,0.8,0,0.3333333333333333
