word,row,synset_name,phrase,self_ref
abyss,315,abyss.n.01,<t>abyss</t>: a bottomless gulf or pit; any unfathomable (or apparently unfathomable) cavity or chasm or void extending below (often used figuratively),False
abysses,316,abyss.n.01,<t>abysses</t>: a bottomless gulf or pit; any unfathomable (or apparently unfathomable) cavity or chasm or void extending below (often used figuratively),False
abyssinian,317,abyssinian.n.01,<t>abyssinian</t>: a small slender short-haired breed of African origin having brownish fur with a reddish undercoat,False
acacia,318,acacia.n.01,<t>acacia</t>: any of various spiny trees or shrubs of the genus Acacia,True
academe,319,academia.n.01,<t>academe</t>: the academic world,False
academia,320,academia.n.01,<t>academia</t>: the academic world,False
academic,321,academician.n.03,<t>academic</t>: an educator who works at a college or university,False
academic_term,322,school_term.n.01,<t>academic term</t>: the time during which a school holds classes,False
academician,323,academician.n.01,<t>academician</t>: someone elected to honorary membership in an academy,False
academics,324,academician.n.03,<t>academics</t>: an educator who works at a college or university,False
academy,325,academy.n.01,<t>academy</t>: a secondary school (usually private),False
academy_award,326,academy_award.n.01,<t>academy award</t>: an annual award by the Academy of Motion Picture Arts and Sciences for achievements in motion picture production and performance,False
acanthus,327,acanthus.n.01,<t>acanthus</t>: any plant of the genus Acanthus having large spiny leaves and spikes or white or purplish flowers; native to Mediterranean region but widely cultivated,True
acanthuses,328,acanthus.n.01,<t>acanthuses</t>: any plant of the genus Acanthus having large spiny leaves and spikes or white or purplish flowers; native to Mediterranean region but widely cultivated,False
acapulco,329,acapulco.n.01,<t>acapulco</t>: a port and fashionable resort city on the Pacific coast of southern Mexico; known for beaches and water sports (including cliff diving),False
acari,330,acarus.n.01,<t>acari</t>: any of several mites of the order Acarina,False
acarid,331,acarid.n.01,<t>acarid</t>: very small free-living arachnid that is parasitic on animals or plants; related to ticks,False
acarina,332,acarina.n.01,<t>acarina</t>: mites and ticks,False
accede,333,submit.v.06,<t>accede</t>: yield to another's wish or opinion,False
acceded,334,submit.v.06,<t>acceded</t>: yield to another's wish or opinion,False
accedes,335,submit.v.06,<t>accedes</t>: yield to another's wish or opinion,False
accelerate,336,accelerate.v.01,<t>accelerate</t>: move faster,False
accelerated,337,accelerate.v.01,<t>accelerated</t>: move faster,False
accelerates,338,accelerate.v.01,<t>accelerates</t>: move faster,False
accelerator,339,accelerator.n.01,<t>accelerator</t>: a pedal that controls the throttle valve,False
accent,340,accent.n.01,<t>accent</t>: distinctive manner of oral expression,False
accented,341,stress.v.01,"<t>accented</t>: to stress, single out as important",False
accentor,342,accentor.n.01,<t>accentor</t>: small sparrow-like songbird of mountainous regions of Eurasia,False
accents,343,accent.n.01,<t>accents</t>: distinctive manner of oral expression,False
accentuate,344,stress.v.01,"<t>accentuate</t>: to stress, single out as important",False
accentuated,345,stress.v.01,"<t>accentuated</t>: to stress, single out as important",False
accept,346,accept.v.01,<t>accept</t>: consider or hold as true,False
acceptable,347,acceptable.a.01,<t>acceptable</t>: worthy of acceptance or satisfactory,False
acceptance,348,credence.n.01,<t>acceptance</t>: the mental attitude that something is believable and should be accepted as true,False
acceptant,349,acceptive.s.01,<t>acceptant</t>: accepting willingly,False
accepted,350,accept.v.01,<t>accepted</t>: consider or hold as true,False
accepting,351,accept.v.01,<t>accepting</t>: consider or hold as true,False
accepts,352,accept.v.01,<t>accepts</t>: consider or hold as true,False
access,353,entree.n.02,<t>access</t>: the right to enter,False
access_code,354,access.n.04,<t>access code</t>: a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.),False
access_codes,355,access.n.04,<t>access codes</t>: a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.),False
accessible,356,accessible.a.01,<t>accessible</t>: capable of being reached,False
accessories,357,accessory.n.01,"<t>accessories</t>: clothing that is worn or carried, but not part of your main clothing",False
accessory,358,accessory.n.01,"<t>accessory</t>: clothing that is worn or carried, but not part of your main clothing",False
accident,359,accident.n.01,<t>accident</t>: an unfortunate mishap; especially one causing damage or injury,False
accident-prone,360,accident-prone.s.01,<t>accident-prone</t>: having more than the average number of accidents,False
accidental,361,accidental.n.01,<t>accidental</t>: a musical notation that makes a note sharp or flat or natural although that is not part of the key signature,False
accidentally,362,by_chance.r.03,<t>accidentally</t>: without advance planning,False
accidents,363,accident.n.01,<t>accidents</t>: an unfortunate mishap; especially one causing damage or injury,False
accipiter,364,accipiter.n.01,<t>accipiter</t>: type genus of the family Accipitridae,False
accipitrine,365,accipitrine.a.01,<t>accipitrine</t>: of or relating to or belonging to the genus Accipiter (or to typical hawks),False
acclaim,366,acclaim.n.01,<t>acclaim</t>: enthusiastic approval,False
acclaimed,367,acclaim.v.01,<t>acclaimed</t>: praise vociferously,False
acclaiming,368,acclaim.v.01,<t>acclaiming</t>: praise vociferously,False
acclaims,369,acclaim.n.01,<t>acclaims</t>: enthusiastic approval,False
acclamation,370,acclaim.n.01,<t>acclamation</t>: enthusiastic approval,False
acclimate,371,acclimatize.v.01,<t>acclimate</t>: get used to a certain climate,False
acclimatise,372,acclimatize.v.01,<t>acclimatise</t>: get used to a certain climate,False
acclimatised,373,acclimatize.v.01,<t>acclimatised</t>: get used to a certain climate,False
acclimatized,374,acclimatize.v.01,<t>acclimatized</t>: get used to a certain climate,False
accolade,375,award.n.02,<t>accolade</t>: a tangible symbol signifying approval or distinction,False
accolades,376,award.n.02,<t>accolades</t>: a tangible symbol signifying approval or distinction,False
accommodate,377,suit.v.01,<t>accommodate</t>: be agreeable or acceptable to,False
accommodated,378,suit.v.01,<t>accommodated</t>: be agreeable or acceptable to,False
accommodates,379,suit.v.01,<t>accommodates</t>: be agreeable or acceptable to,False
accommodating,380,suit.v.01,<t>accommodating</t>: be agreeable or acceptable to,False
accommodation,381,adjustment.n.01,<t>accommodation</t>: making or becoming suitable; adjusting to circumstances,False
accommodations,382,adjustment.n.01,<t>accommodations</t>: making or becoming suitable; adjusting to circumstances,False
accompanied,383,attach_to.v.01,<t>accompanied</t>: be present or associated with an event or entity,False
accompaniment,384,accompaniment.n.01,<t>accompaniment</t>: an event or situation that happens at the same time as or in connection with another,False
accompanist,385,accompanist.n.01,<t>accompanist</t>: a person who provides musical accompaniment (usually on a piano),False
accompany,386,attach_to.v.01,<t>accompany</t>: be present or associated with an event or entity,False
accompanying,387,attach_to.v.01,<t>accompanying</t>: be present or associated with an event or entity,False
accomplice,388,accomplice.n.01,<t>accomplice</t>: a person who joins with another in carrying out some plan (especially an unethical or illegal plan),False
accomplices,389,accomplice.n.01,<t>accomplices</t>: a person who joins with another in carrying out some plan (especially an unethical or illegal plan),False
accomplish,390,carry_through.v.01,<t>accomplish</t>: put in effect,False
accomplished,391,carry_through.v.01,<t>accomplished</t>: put in effect,False
accomplishment,392,accomplishment.n.01,<t>accomplishment</t>: the action of accomplishing something,False
accomplishments,393,accomplishment.n.01,<t>accomplishments</t>: the action of accomplishing something,False
accord,394,agreement.n.03,<t>accord</t>: harmony of people's opinions or actions or characters,False
accordant,395,accordant.a.01,<t>accordant</t>: being in agreement or harmony; often followed by `with'; -Thomas Hardy,False
accorded,396,harmonize.v.01,<t>accorded</t>: go together,False
according,397,harmonize.v.01,<t>according</t>: go together,False
accordingly,398,consequently.r.01,<t>accordingly</t>: (sentence connectors) because of the reason given,False
accordion,399,accordion.n.01,<t>accordion</t>: a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player,False
accordionists,400,accordionist.n.01,<t>accordionists</t>: a musician who plays the accordion,False
accords,401,agreement.n.03,<t>accords</t>: harmony of people's opinions or actions or characters,False
accost,402,address.v.09,<t>accost</t>: speak to someone,False
accosted,403,address.v.09,<t>accosted</t>: speak to someone,False
accosts,404,address.v.09,<t>accosts</t>: speak to someone,False
account,405,history.n.02,<t>account</t>: a record or narrative description of past events,False
account_book,406,ledger.n.01,<t>account book</t>: a record in which commercial accounts are recorded,False
account_for,407,account_for.v.01,<t>account for</t>: be the reason or explanation for,False
accountancy,408,accountancy.n.01,<t>accountancy</t>: the occupation of maintaining and auditing records and preparing financial reports for a business,False
accountant,409,accountant.n.01,<t>accountant</t>: someone who maintains and audits business accounts,False
accountants,410,accountant.n.01,<t>accountants</t>: someone who maintains and audits business accounts,False
accounted,411,account.v.01,"<t>accounted</t>: be the sole or primary factor in the existence, acquisition, supply, or disposal of something",False
accounting,412,accounting.n.01,<t>accounting</t>: a convincing explanation that reveals basic causes,False
accounts,413,history.n.02,<t>accounts</t>: a record or narrative description of past events,False
accoutre,414,accouter.v.01,<t>accoutre</t>: provide with military equipment,False
accoutred,415,accouter.v.01,<t>accoutred</t>: provide with military equipment,False
accoutrements,416,accessory.n.01,"<t>accoutrements</t>: clothing that is worn or carried, but not part of your main clothing",False
accra,417,accra.n.01,<t>accra</t>: the capital and largest city of Ghana with a deep-water port,False
accredit,418,accredit.v.01,<t>accredit</t>: grant credentials to,False
accredited,419,accredit.v.01,<t>accredited</t>: grant credentials to,False
accrete,420,accrete.v.01,<t>accrete</t>: grow together (of plants and organs),False
accretion,421,accretion.n.01,<t>accretion</t>: an increase by natural growth or addition,False
accrual,422,accumulation.n.03,<t>accrual</t>: the act of accumulating,False
accrue,423,accrue.v.01,<t>accrue</t>: grow by addition,False
accrued,424,accrue.v.01,<t>accrued</t>: grow by addition,False
accrues,425,accrue.v.01,<t>accrues</t>: grow by addition,False
accumulate,426,roll_up.v.02,<t>accumulate</t>: get or gather together,False
accumulated,427,roll_up.v.02,<t>accumulated</t>: get or gather together,False
accumulating,428,roll_up.v.02,<t>accumulating</t>: get or gather together,False
accumulation,429,accretion.n.01,<t>accumulation</t>: an increase by natural growth or addition,False
accumulator,430,collector.n.02,<t>accumulator</t>: a person who is employed to collect payments (as for rent or taxes),False
accuracy,431,accuracy.n.01,<t>accuracy</t>: the quality of being near to the true value,False
accurate,432,accurate.a.01,<t>accurate</t>: conforming exactly or almost exactly to fact or to a standard or performing with total accuracy,False
accurately,433,accurately.r.01,<t>accurately</t>: with few mistakes,False
accurse,434,accurse.v.01,<t>accurse</t>: curse or declare to be evil or anathema or threaten with divine punishment,False
accursed,435,accurse.v.01,<t>accursed</t>: curse or declare to be evil or anathema or threaten with divine punishment,False
accusal,436,accusation.n.01,<t>accusal</t>: a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt,False
accusation,437,accusation.n.01,<t>accusation</t>: a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt,False
accusations,438,accusation.n.01,<t>accusations</t>: a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt,False
