clue_id,definition,answer_wn,distractor_wn,anchor,positive,negative
1302,order,tell,deal,Legendary marksman’s <t>order</t>,<t>tell</t>: a Swiss patriot who lived in the early 14th century and who was renowned for his skill as an archer; according to legend an Austrian governor compelled him to shoot an apple from his son's head with his crossbow (which he did successfully without mishap),<t>deal</t>: a particular instance of buying or selling
1305,Terminology,nomenclature,common_ground,<t>Terminology</t> set out in lecture on Man,<t>nomenclature</t>: a system of words used to name things in a particular discipline,<t>common ground</t>: a basis agreed to by all parties for reaching a mutual understanding
1309,Puzzle,enigma,challenges,<t>Puzzle</t> in game to be worked out,<t>enigma</t>: something that baffles understanding and cannot be explained,<t>challenges</t>: a demanding or stimulating situation
1313,Harry,badger,accursed,Evil King Edward blocked by good <t>Harry</t>,<t>badger</t>: a native or resident of Wisconsin,<t>accursed</t>: curse or declare to be evil or anathema or threaten with divine punishment
1324,denunciation,diatribe,defence,A Brit demolished in cast’s <t>denunciation</t>,<t>diatribe</t>: thunderous verbal attack,<t>defence</t>: (psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires
1324,in,diatribe,paradisal,A Brit demolished <t>in</t> cast’s denunciation,<t>diatribe</t>: thunderous verbal attack,<t>paradisal</t>: relating to or befitting Paradise
1345,Higher education,varsity,open_university,<t>Higher education</t> campus perhaps mostly overwhelmed by change,<t>varsity</t>: a British abbreviation of `university'; usually refers to Oxford University or Cambridge University,<t>open university</t>: a British university that is open to people without formal academic qualifications and where teaching is by correspondence or broadcasting or summer school
1353,uniform,alike,stable,US president put on gangster's <t>uniform</t>,<t>alike</t>: having the same or similar characteristics,<t>stable</t>: a farm building for housing horses or other livestock
1357,Kid,cod,young,<t>Kid</t> medic placed upside down,<t>cod</t>: the vessel that contains the seeds of a plant (not the seeds themselves),<t>young</t>: any immature animal
1359,rock,lignite,fan,Torch found under large <t>rock</t>,<t>lignite</t>: intermediate between peat and bituminous coal,<t>fan</t>: a device for creating a current of air by movement of a surface or surfaces
1368,newspaper,express,cards,Old machine for printing <t>newspaper</t>,<t>express</t>: mail that is distributed by a rapid and efficient system,<t>cards</t>: a game played with playing cards
1369,issue,develop,metier,Democrat and first lady see power as <t>issue</t>,"<t>develop</t>: make something new, such as a product or a mental or artistic creation",<t>metier</t>: an asset of special worth or utility
1370,Sauce,nerve,raisin,<t>Sauce</t> bottle?,<t>nerve</t>: any bundle of nerve fibers running to various organs and tissues of the body,<t>raisin</t>: dried grape
1370,bottle,nerve,pipette,Sauce <t>bottle</t>?,<t>nerve</t>: any bundle of nerve fibers running to various organs and tissues of the body,<t>pipette</t>: measuring instrument consisting of a graduated glass tube used to measure or transfer precise volumes of a liquid by drawing the liquid up into the tube
1388,Weapon,napalm,bayonet,"<t>Weapon</t>, and where it was used around China",<t>napalm</t>: gasoline jelled with aluminum soaps; highly incendiary liquid used in fire bombs and flamethrowers,<t>bayonet</t>: a knife that can be fixed to the end of a rifle and used as a weapon
1405,drink,water,bleeds,Idler putting away small <t>drink</t>,<t>water</t>: binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent,<t>bleeds</t>: lose blood from one's body
1424,Adequate,fair,exuberant,<t>Adequate</t> light,<t>fair</t>: a traveling show; having sideshows and rides and games of skill etc.,<t>exuberant</t>: joyously unrestrained
1431,players,orchestra,musicians,Actors improvised with her <t>players</t>,<t>orchestra</t>: a musical organization consisting of a group of instrumentalists including string players,<t>musicians</t>: someone who plays a musical instrument (as a profession)
1432,Fine,clement,stern,<t>Fine</t> dash of liquor in what could become the hard stuff?,<t>clement</t>: (of weather or climate) physically mild,<t>stern</t>: the rear part of a ship
1457,Injured,affronted,afflicted,"<t>Injured</t> fore and aft at sea, one adult jumping off","<t>affronted</t>: treat, mention, or speak to rudely",<t>afflicted</t>: cause great unhappiness for; distress
1458,punishment,gauntlet,shoplift,German relative allowed to give <t>punishment</t>,<t>gauntlet</t>: to offer or accept a challenge,<t>shoplift</t>: steal in a store
1459,End,object,case,<t>End</t> part of sentence,<t>object</t>: a tangible and visible entity; an entity that can cast a shadow,<t>case</t>: an occurrence of something
1463,poisonous,asp,lushest,Something put in Christmas pudding is <t>poisonous</t>,<t>asp</t>: of southern Europe; similar to but smaller than the adder,<t>lushest</t>: produced or growing in extreme abundance
1468,Tenor,domingo,varese,<t>Tenor</t> in party getting Chinese duck,<t>domingo</t>: Spanish operatic tenor noted for performances in operas by Verdi and Puccini (born in 1941),<t>varese</t>: United States composer (born in France) whose music combines dissonance with complex rhythms and the use of electronic techniques (1883-1965)
1513,Ringing,tintinnabulation,shaking,"<t>Ringing</t> reporter, animated, criminal lain out after arrest",<t>tintinnabulation</t>: the sound of a bell ringing; ; ; --E. A. Poe,<t>shaking</t>: the act of causing something to move up and down (or back and forth) with quick movements
1515,description,epithet,themes,Essence described by letter that backs <t>description</t>,<t>epithet</t>: a defamatory or abusive word or phrase,<t>themes</t>: the subject matter of a conversation or discussion
1516,strong,lusty,svelte,"Out of practice, but with change of hands becoming <t>strong</t>",<t>lusty</t>: vigorously passionate,<t>svelte</t>: showing a high degree of refinement and the assurance that comes from wide social experience
1523,leaks,discloses,rips,Storage facility misses <t>leaks</t>,<t>discloses</t>: make known to the public information that was previously known only to a few people or that was meant to be kept a secret,<t>rips</t>: a dissolute man in fashionable society
1531,leave,go_off,discharged,Act awkwardly with female then <t>leave</t>,<t>go off</t>: run away; usually includes taking something or somebody along,<t>discharged</t>: complete or carry out
1534,Christmas gift,frankincense,petty_larceny,Old German in moving scene offers <t>Christmas gift</t>,<t>frankincense</t>: an aromatic gum resin obtained from various Arabian or East African trees; formerly valued for worship and for embalming and fumigation,<t>petty larceny</t>: larceny of property having a value less than some amount (the amount varies by locale)
1594,show,reveal,exhibits,Have great delight taking in a <t>show</t>,<t>reveal</t>: make visible,<t>exhibits</t>: an object or statement produced before a court of law and referred to while giving evidence
1599,Bunch,nosegay,conglomerate,<t>Bunch</t> for one inhibited by lack of authority,<t>nosegay</t>: an arrangement of flowers that is usually given as a present,<t>conglomerate</t>: a composite rock made up of particles of varying size
1604,dance,pas_seul,exercise,"In old-fashioned uniform, line <t>dance</t>",<t>pas seul</t>: (ballet) a solo dance or dance figure,<t>exercise</t>: the activity of exerting your muscles in various ways to keep fit
1625,hurt,ache,sickening,A guerrilla gets <t>hurt</t>,<t>ache</t>: a dull persistent (usually moderately intense) pain,<t>sickening</t>: cause aversion in; offend the moral sense of
1626,Uses,customs,take_stock,<t>Uses</t> swearword when coming across cat,<t>customs</t>: money collected under a tariff,"<t>take stock</t>: to look at critically or searchingly, or in minute detail"
1650,Call for,necessitate,make_out,<t>Call for</t> nice tea sets to be reordered,"<t>necessitate</t>: require as useful, just, or proper",<t>make out</t>: detect with the senses
1656,bite,tang,snaps,Flipping insect <t>bite</t>,<t>tang</t>: a tart spicy quality,<t>snaps</t>: the act of catching an object with the hands
1669,concession,sop,giveaway,Small operation that’s offered as a <t>concession</t>,<t>sop</t>: piece of solid food for dipping in a liquid,<t>giveaway</t>: a gift of public land or resources for the private gain of a limited group
1672,Deduce,infer,expounds,<t>Deduce</t> number will escape fire,<t>infer</t>: reason by deduction; establish by deduction,"<t>expounds</t>: add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing"
1675,Still,static,steady-going,<t>Still</t> disturbance to radio reception,<t>static</t>: a crackling or hissing noise caused by electrical interference,<t>steady-going</t>: consistent in performance or behavior
1677,Topic,theme,epitome,<t>Topic</t> most of you and me will deliver,<t>theme</t>: the subject matter of a conversation or discussion,<t>epitome</t>: a standard or typical example
1680,Plant,speedwell,planted,"<t>Plant</t> to burgeon around ocean, on reflection",<t>speedwell</t>: any plant of the genus Veronica,"<t>planted</t>: put or set (seeds, seedlings, or plants) into the ground"
1687,scheme,plot,paradigms,Power group <t>scheme</t>,<t>plot</t>: a secret scheme to do something (especially something underhand or illegal),<t>paradigms</t>: systematic arrangement of all the inflected forms of a word
1691,Fearful,timid,sober,"<t>Fearful</t> and dull, it turned up",<t>timid</t>: people who are fearful and cautious,<t>sober</t>: cause to become sober
1723,Obliged,beholden,beleaguered,<t>Obliged</t> to survey Englishmen on vacation,<t>beholden</t>: see with attention,<t>beleaguered</t>: annoy persistently
1730,Nurse,cradle,handmaid,"<t>Nurse</t>, close to despair in scoundrel's grip, fled unclothed",<t>cradle</t>: a baby bed with sides and rockers,<t>handmaid</t>: in a subordinate position
1732,cheese,limburger,celery,Person applying pressure on branch to supply <t>cheese</t>,<t>limburger</t>: a soft white cheese with a very strong pungent odor and flavor,<t>celery</t>: widely cultivated herb with aromatic leaf stalks that are eaten raw or cooked
1735,perhaps,maybe,naturally,"Springtime sound from insect, <t>perhaps</t>",<t>maybe</t>: by chance,<t>naturally</t>: as might be expected
1742,wasted,emaciated,abnegated,Eastern spies with yoked clothing <t>wasted</t>,<t>emaciated</t>: cause to grow thin or weak,"<t>abnegated</t>: deny oneself (something); restrain, especially from indulging in some pleasure"
1752,embarrass,discomfit,maddened,Male follows musical genre deserving to <t>embarrass</t>,<t>discomfit</t>: cause to lose one's composure,<t>maddened</t>: cause to go crazy; cause to lose one's mind
1760,Kit,apparel,devices,<t>Kit</t> sappers packed in dismay,<t>apparel</t>: clothing in general,<t>devices</t>: an inclination or desire; used in the plural in the phrase `left to your own devices'
1763,contempt of court,contumacy,dishonesty,My account could be seen as <t>contempt of court</t>,<t>contumacy</t>: willful refusal to appear before a court or comply with a court order; can result in a finding of contempt of court,<t>dishonesty</t>: the quality of being dishonest
